-1.993093268345235911e-02,2.432829469725156790e-01,3.001088674417031754e-01,-4.911687276469703378e-01,4.215131940224852158e-01,-1.560668937884267526e-01,3.253571898387264127e-03,4.791496990925540045e-01,-3.957501379460343083e-01,4.481023622912571058e-01
-4.062065390270189758e-01,-2.789374006645766180e-01,-4.706057934586717062e-01,-2.934016748927620322e-01,-1.254486382274849487e-01,1.161030169283439051e-02,-3.036906422289203933e-01,-4.647043925203616088e-01,-1.102043928634545145e-01,2.355231654671059993e-01
-2.728703181820176793e-01,4.370835083386799269e-01,-4.321453306421019214e-02,8.666774457475723281e-02,-3.191920546511280987e-01,-2.078879514140736795e-01,1.661997196904099194e-01,-3.909561690862958239e-01,3.885460927488180727e-01,3.450872601190316247e-01
2.598525576576804497e-01,4.215103165183248790e-01,-3.395705732898454121e-01,-4.241961965545403834e-01,3.013800704367767258e-01,2.402085105484831895e-01,1.317953233357465059e-01,-3.583016468328248938e-01,2.817941577403992870e-01,2.268257847983629616e-01
5.169096233637660021e-02,3.694067795077976557e-01,-4.971647621826971175e-01,-4.660918415488420896e-01,1.736564572459399214e-01,-1.647582087265138107e-01,4.487601990462288803e-01,1.556923636379108355e-01,2.905914108692062570e-01,3.253335650276797386e-01
-4.333861601786093143e-02,-4.137853469274569429e-01,-1.532006732291353313e-01,-3.342499564257384592e-01,-2.862311952895270073e-01,-6.841470363276724864e-02,1.159323243147284410e-01,-3.765555822257184160e-02,2.320832763360558271e-01,-1.480796042869295670e-01
2.673008199953487152e-01,1.661003769617879211e-01,-2.550192430981966796e-01,3.626944710549416251e-01,2.226433753737987881e-02,4.627253479224779920e-02,1.488380032130685870e-01,-2.923180452054087164e-01,-3.255760619466752659e-01,-4.809189453445794626e-01
4.372643236691542423e-01,5.073736365709446972e-02,4.754526500857967353e-01,1.577565192079932732e-01,1.840206289122647831e-02,-2.447317858867796847e-01,-1.320595744740594712e-01,-3.250424891381332310e-02,7.473301384763453292e-02,-3.430350344295131082e-01
-4.691972325040940084e-01,3.771621775106200891e-01,2.995288753853744268e-01,-4.952469730776123402e-01,2.882405801490954822e-01,3.423782967486329043e-01,4.534428622737016190e-01,-3.028662814864416242e-01,3.827699278181884157e-01,3.847819501797620778e-01
-4.084827425290049607e-01,4.035888975252084898e-01,2.356093313376650400e-01,5.126909884238373127e-02,-4.061511309414885806e-01,2.228366530317746896e-01,-3.695653287468797510e-01,4.283918514069662287e-02,-1.366168340445579332e-01,-1.255714657047281024e-01
-4.073103305398271812e-01,-8.799315927900652756e-02,4.224330351434703035e-01,-4.434751235480451914e-01,6.652660457483594580e-02,-9.047950162422602194e-02,9.109645021198994885e-02,-3.926418963327427125e-02,-2.323844763175354489e-01,3.202607294294609330e-01
1.182499681745989850e-01,-3.639933789366103234e-01,-5.837141481916920116e-02,-1.614666071165236083e-01,3.758281091016628106e-01,2.855381199100264222e-01,4.122435009031177877e-02,-1.464947121692764531e-01,-8.376937181876520366e-02,-2.491891318629596008e-01
-5.328033034718011873e-02,8.296253874007854245e-02,-3.077931149329256599e-01,2.848737179723472290e-01,1.382087337459009246e-01,-4.588553985371615074e-01,4.874242929389339674e-01,-3.463598474712237807e-01,-2.356042470745050021e-01,-9.566102138012984313e-02
2.361815296426915123e-01,-4.071779361045917423e-01,4.937159934605395151e-01,1.215591841773285831e-01,1.190520827219285205e-01,4.983446793058843860e-01,-4.049879616381062974e-01,1.111084017654603850e-01,-3.066065622845653982e-01,1.722956335861152155e-01
9.146205047062475058e-02,2.297388709579055999e-01,2.766111851361299084e-03,4.375470760797028347e-01,-3.711048555712361807e-01,-2.310163722593349400e-01,-4.042082506465479730e-01,-2.240114412605030414e-01,1.943069283757272725e-01,-3.399612003613098343e-01
4.514199403509773223e-01,-1.388784649507380231e-01,-1.784654119487536494e-01,3.351795181328492412e-01,3.273416680026672299e-01,4.527581900753652744e-01,-1.587776625170367675e-02,1.797463196491052295e-01,-2.512922870512226403e-01,-4.600889244327017180e-01
4.715797124901310866e-02,-4.732990927528561431e-01,1.623951552319178315e-01,5.954455102111577691e-02,4.774223263328535860e-01,2.878965779738387187e-01,-1.765940355778129467e-01,-7.428791963760927874e-02,-9.225014474052184443e-02,-2.623975707179866390e-01
-2.647244589672536619e-01,4.977701333497639991e-01,-1.458385030748953204e-01,-2.090014205634999900e-01,3.449531076701040089e-01,1.454261734242445481e-01,4.090726603143275408e-01,-2.224329984821028089e-02,-1.982787636847271884e-02,-3.633556014015120739e-01
2.717603178927242569e-01,2.171471713683975902e-01,-2.494845721080162504e-01,-3.059304381429517328e-01,4.152360379984487704e-02,-3.380579854722265409e-01,4.411848840088937740e-01,-3.231237572513071532e-01,-4.251977675997198336e-02,-3.878319936416289027e-01
-1.290798841562769139e-01,-1.578956742172682448e-01,4.128348557648732209e-01,1.717084648317189488e-01,1.179899637890873265e-01,2.307393979785365631e-02,-1.511555168735680688e-01,4.123865621820969607e-01,-1.920909864245433640e-01,-2.364195835322246420e-01
2.561637361988090555e-01,-7.154213912476503623e-03,4.441288477781846211e-01,-2.664285804458645379e-01,-9.877035436524515821e-02,-3.626209390877164762e-01,2.094858444512315288e-01,-2.926344879474629401e-03,-1.101820102990190842e-01,4.474108664732857621e-01
-1.558728849374646508e-01,2.888820778502872999e-01,1.670911431755971455e-01,3.368587598405324846e-01,-3.935582348299340727e-01,2.155875302025639928e-01,2.558914135249974464e-01,2.245373861607035115e-01,5.847304811242803879e-02,1.906505849065240898e-01
3.810336504706939298e-01,3.071565165405304998e-01,3.045579362696962944e-01,4.456431276794740604e-01,-1.702371974176217495e-01,-3.490359966587931462e-01,3.345360534140822129e-01,3.734899156108860141e-01,-2.782694401154895969e-01,-7.577145551284469871e-02
6.171801377588215232e-03,-1.166458399145786640e-02,-4.448692397558416667e-02,-3.491895639141033847e-01,3.616259339862640809e-01,-3.974717068889975224e-01,-4.047511859372351362e-01,3.360810059843289399e-01,5.505998155421809592e-02,-1.121012335697800788e-01
3.212604512197251294e-01,-3.478010932211902384e-01,-2.448926585086219909e-01,1.056376844290068812e-01,2.040476127296869668e-01,-2.490431179966410280e-01,3.203036426842430506e-01,-2.500569809031220059e-01,-8.113940262959107308e-02,-4.240212513289097762e-01
1.997309392846036702e-01,4.333567870665531729e-01,-9.379822789780144221e-02,-3.750419209662680942e-03,-3.460264485862746264e-01,4.803673849855791267e-01,-2.917370397614808541e-01,-3.772870539439017734e-01,-1.738782814740953420e-01,4.315809623169865050e-01
-1.188711461729824448e-01,-4.293657125178639844e-01,4.248352765708696133e-02,-9.827207102885715528e-02,3.143054108633569488e-02,-3.544971189875900652e-01,3.623049192280277664e-01,-4.654991464244904731e-01,-4.769211731834889778e-01,2.278145377707960773e-01
5.854200682028631864e-02,8.669137132303274262e-02,3.027568521075781338e-01,-7.959031892174438239e-02,2.392008929402342776e-01,1.465649579063735830e-01,-3.085728000645994173e-01,-8.130749065202202974e-02,2.526900767436486284e-01,-4.623057266234811835e-01
-1.134205816828506019e-01,-1.103263381551565642e-01,5.402872225698572561e-02,-3.929835308119844495e-02,-4.551193181415436051e-02,-3.233934270432036184e-01,3.352685569137426880e-01,4.329347510228119256e-01,4.612242282924657877e-01,-3.738132656845832846e-01
1.918811288940155957e-01,1.551088735584780220e-01,3.568918242973884714e-01,-4.856782984643440160e-01,3.792449190024199113e-01,-2.233548288039642893e-01,-1.689515227011600673e-01,-4.604599932173961685e-01,-4.520954703390664964e-01,3.782085410348001719e-01
-1.026890645154824450e-01,2.111100963527867969e-01,-3.801048121098064558e-01,-2.743971212056640629e-01,-1.659069331721116924e-01,4.639349442751288799e-01,3.057495710408864031e-02,-2.590014930104392876e-01,3.820402379845833085e-02,-2.027153000718604492e-01
4.957106856056761601e-01,6.743885644097025178e-02,3.554024077225270261e-03,-7.010384525969493019e-02,-1.993738026786220918e-01,-1.097642939500242769e-02,4.339300904488552213e-02,2.905762638613326176e-01,-2.304995320499670930e-01,1.828294944425765678e-01
-4.013061357016311503e-01,-3.511444312088668473e-01,-2.912355318346946387e-01,2.744178058443773049e-01,-1.778233834167261551e-02,1.377955358665989005e-01,-3.989156474202408820e-01,2.884959906573724142e-01,3.539270264837332536e-01,3.337255272218950797e-01
-4.162219987849848923e-01,4.140557253739423071e-01,3.940499022797329665e-01,-4.850722427563509687e-01,4.186247017057388442e-01,4.042260416495621067e-01,2.455770902334634964e-01,-1.392830717898752846e-01,-2.996904686220413505e-01,9.347406334144771345e-02
3.205926400896697559e-01,1.909310540643225917e-01,3.474035964111600872e-01,-1.612316386642034527e-01,-2.450033071248546024e-02,-2.775049957074511853e-01,-2.624070741196858902e-01,-4.207110394185055169e-01,-2.629975317479295027e-01,-3.620128747455992335e-01
-2.217119192743820522e-01,4.351796086472232983e-02,-1.279182231230123756e-01,4.655842331870101436e-01,1.453841339135936717e-01,-3.537635817641372471e-01,2.871537466035772868e-01,1.746551528182040958e-01,-4.340503160926396098e-01,3.250656530232945984e-01
1.604969420851976025e-01,-4.376170988781775129e-01,-3.256424110107587755e-02,2.377587465455662796e-01,-9.851919009755778778e-02,1.622178644699323602e-01,-1.900103504097833684e-01,-3.549829961203107009e-01,1.818161651683253277e-02,2.324510284420664985e-01
2.278805950430904115e-01,-2.390744387399413307e-01,-1.484209033555386643e-02,-7.415689690928362054e-02,2.082362004031779734e-01,-2.824745361558228529e-01,-2.448145388014947021e-01,-4.351902490757917352e-01,3.706425257759460856e-01,-3.790053120768513972e-01
4.870215252205781775e-01,-4.481257367794089785e-01,-4.157994823712088950e-01,-4.550767659974526702e-01,2.804724750070338168e-01,-3.650852664776971790e-01,-2.132230724336615091e-01,-3.710739701671920132e-01,-3.048920914948224925e-01,-4.475906013559584617e-01
2.446426749896226938e-01,3.803050319257346157e-01,2.866176368360587867e-01,3.505005660066709550e-01,7.599551666422552088e-02,7.463421342546269766e-02,2.573198063084301823e-02,-3.025665790099034691e-01,1.982429675988100770e-01,2.110526702535161225e-01
1.729564995248837958e-02,3.258331153186500018e-01,4.143180912846615715e-01,-4.941925590554079317e-01,3.343854490895249443e-01,5.162092042255520680e-02,-4.026502265887358933e-01,-2.697825671152225269e-01,-3.749734247547828470e-01,-3.812301554530425629e-01
1.713886056271699265e-01,-4.418524583615646706e-01,-3.467804744969582020e-01,-3.366456295205702554e-01,-4.058696094361941009e-01,4.642538493015883061e-01,4.614618446021803155e-01,4.765950621065929704e-01,1.754364468135849453e-01,9.360069395698429606e-02
